"","carat","cut","color","clarity","depth","table","price","x","y","z","clarity_level"
"1972",0.46,"Ideal","J","IF",61.8,56,1221,4.98,4.95,3.07,"high"
"1973",0.38,"Premium","G","IF",62.5,60,1227,4.64,4.61,2.89,"high"
"1974",0.4,"Very Good","G","IF",61.4,54,1229,4.76,4.79,2.93,"high"
"1975",0.36,"Premium","E","IF",59.4,61,1229,4.69,4.61,2.76,"high"
"1976",0.4,"Ideal","G","IF",62,56,1229,4.73,4.76,2.94,"high"
"1977",0.4,"Ideal","G","IF",61.8,55,1229,4.76,4.79,2.95,"high"
"1978",0.4,"Ideal","G","IF",61.7,57,1229,4.7,4.73,2.91,"high"
"1979",0.4,"Ideal","G","IF",61.2,56,1229,4.76,4.81,2.93,"high"
"1980",0.4,"Ideal","G","IF",62.3,55,1229,4.74,4.76,2.96,"high"
"1981",0.4,"Ideal","G","IF",61.1,58,1229,4.72,4.74,2.89,"high"
"1982",0.38,"Ideal","F","IF",62.2,54,1229,4.68,4.71,2.92,"high"
"1983",0.8,"Fair","E","I1",65.5,54,1232,5.84,5.68,3.78,"low"
"1984",0.7,"Very Good","I","I1",63.2,59,1235,5.62,5.59,3.54,"low"
"1985",0.24,"Ideal","H","IF",62.5,54,504,3.97,4,2.49,"high"
"1986",0.24,"Ideal","H","IF",62.1,57,504,4,4.04,2.5,"high"
"1987",0.24,"Ideal","H","IF",61.8,54,504,3.99,4.03,2.47,"high"
"1988",0.4,"Ideal","H","IF",62.7,57,1238,4.7,4.68,2.94,"high"
"1989",0.4,"Ideal","G","IF",63.1,54,1239,4.69,4.73,2.97,"high"
"1990",0.4,"Ideal","G","IF",61.8,55,1239,4.75,4.79,2.95,"high"
"1991",0.31,"Ideal","E","IF",60.4,56,1239,4.43,4.38,2.66,"high"
"1992",0.33,"Ideal","F","IF",60.8,55,1240,4.49,4.53,2.74,"high"
"1993",0.33,"Ideal","F","IF",61.2,56,1240,4.47,4.49,2.74,"high"
"1994",0.33,"Ideal","F","IF",61.3,55,1240,4.47,4.5,2.75,"high"
"1995",0.33,"Ideal","F","IF",61.2,56,1240,4.47,4.49,2.74,"high"
"1996",0.34,"Ideal","E","IF",62,56,1243,4.51,4.49,2.79,"high"
"1997",0.34,"Ideal","E","IF",61.7,56,1243,4.48,4.46,2.76,"high"
"1998",0.34,"Ideal","E","IF",62,56,1243,4.5,4.47,2.78,"high"
"1999",0.41,"Ideal","H","IF",61.8,55,1243,4.79,4.76,2.95,"high"
"2000",0.41,"Ideal","H","IF",62.9,54,1243,4.74,4.71,2.97,"high"
"2001",0.41,"Ideal","H","IF",62.1,56,1243,4.76,4.74,2.95,"high"
"2002",0.43,"Ideal","H","IF",62.2,55,1245,4.84,4.87,3.02,"high"
"2003",0.39,"Ideal","E","IF",62.5,57,1248,4.7,4.74,2.95,"high"
"2004",0.31,"Premium","D","IF",60.2,59,1248,4.42,4.39,2.65,"high"
"2005",0.85,"Fair","H","I1",66.9,54,1250,5.98,5.75,3.94,"low"
"2006",0.31,"Ideal","D","IF",61.1,56,1251,4.39,4.42,2.69,"high"
"2007",0.42,"Ideal","G","IF",62,57,1251,4.8,4.82,2.98,"high"
"2008",0.32,"Good","D","IF",57.8,56,1252,4.55,4.65,2.66,"high"
"2009",0.35,"Ideal","E","IF",61.4,56,1254,4.56,4.53,2.79,"high"
"2010",0.35,"Ideal","E","IF",62.2,56,1254,4.52,4.51,2.81,"high"
"2011",0.41,"Very Good","F","IF",63.3,56,1255,4.69,4.75,2.99,"high"
"2012",0.44,"Ideal","H","IF",62,57,1255,4.87,4.91,3.02,"high"
"2013",0.61,"Ideal","E","I1",63.4,57,1255,5.43,5.37,3.42,"low"
"2014",0.7,"Good","H","I1",57.4,63,1255,5.89,5.8,3.36,"low"
"2015",0.4,"Ideal","G","IF",61.1,56,1257,4.76,4.79,2.92,"high"
"2016",0.4,"Ideal","G","IF",61.5,57,1257,4.72,4.76,2.91,"high"
"2017",0.41,"Ideal","G","IF",62.4,54,1259,4.77,4.82,2.99,"high"
"2018",0.41,"Ideal","G","IF",61.6,55,1259,4.78,4.83,2.96,"high"
"2019",0.41,"Ideal","G","IF",62.4,54,1259,4.76,4.79,2.98,"high"
"2020",0.41,"Ideal","G","IF",61.7,56,1259,4.78,4.81,2.96,"high"
"2021",0.41,"Ideal","G","IF",61.7,56,1259,4.79,4.81,2.96,"high"
"2022",0.4,"Very Good","F","IF",62.9,55,1261,4.68,4.7,2.95,"high"
"2023",0.4,"Ideal","F","IF",61.8,55,1261,4.74,4.8,2.95,"high"
"2024",1.03,"Fair","E","I1",78.2,54,1262,5.72,5.59,4.42,"low"
"2025",0.41,"Ideal","G","IF",61.5,57,1269,4.78,4.82,2.95,"high"
"2026",0.39,"Very Good","G","IF",63.5,56,1271,4.67,4.65,2.96,"high"
"2027",0.39,"Premium","G","IF",59.8,55,1271,4.84,4.77,2.87,"high"
"2028",0.42,"Ideal","H","IF",61.7,55,1273,4.84,4.82,2.98,"high"
"2029",0.42,"Ideal","H","IF",61.9,56,1273,4.81,4.79,2.97,"high"
"2030",0.7,"Fair","E","I1",66.1,58,1273,5.61,5.51,3.67,"low"
"2031",0.85,"Fair","H","I1",71.2,54,1274,5.77,5.65,4.07,"low"
"2032",0.41,"Ideal","G","IF",62.1,57,1276,4.76,4.77,2.96,"high"
"2033",0.34,"Ideal","F","IF",61.7,55,1276,4.49,4.52,2.78,"high"
"2034",0.34,"Ideal","F","IF",61.9,55,1276,4.49,4.52,2.79,"high"
"2035",0.34,"Ideal","F","IF",61.7,55,1276,4.49,4.52,2.78,"high"
"2036",0.34,"Ideal","F","IF",61.4,57,1276,4.49,4.5,2.76,"high"
"2037",0.43,"Ideal","G","IF",61.6,57,1280,4.81,4.84,2.97,"high"
"2038",0.38,"Very Good","F","IF",60.2,58,1284,4.73,4.7,2.84,"high"
"2039",0.43,"Very Good","G","IF",62.7,58,1286,4.8,4.84,3.02,"high"
"2040",0.43,"Ideal","G","IF",61.7,57,1286,4.83,4.86,2.99,"high"
"2041",0.42,"Ideal","G","IF",61.5,56,1289,4.84,4.85,2.98,"high"
"2042",0.42,"Ideal","G","IF",61.9,53,1289,4.83,4.87,3,"high"
"2043",0.42,"Ideal","G","IF",62.6,53,1289,4.79,4.82,3.01,"high"
"2044",0.42,"Ideal","G","IF",62.3,54,1289,4.82,4.85,3.01,"high"
"2045",0.42,"Ideal","G","IF",62,53,1289,4.83,4.85,3,"high"
"2046",0.42,"Ideal","G","IF",62.2,54,1289,4.81,4.84,3,"high"
"2047",0.33,"Ideal","E","IF",62.1,55,1289,4.43,4.46,2.76,"high"
"2048",0.39,"Premium","F","IF",58,61,1290,4.83,4.79,2.79,"high"
"2049",0.4,"Ideal","F","IF",62.3,57,1292,4.69,4.71,2.93,"high"
"2050",0.73,"Very Good","G","I1",62.5,58,1298,5.74,5.82,3.61,"low"
"2051",0.39,"Premium","G","IF",59,60,1300,4.75,4.78,2.81,"high"
"2052",0.32,"Ideal","E","IF",61.2,57,1300,4.4,4.43,2.7,"high"
"2053",0.38,"Ideal","E","IF",61.4,55,1300,4.68,4.7,2.88,"high"
"2054",0.41,"Ideal","F","IF",61.7,56,1304,4.79,4.83,2.97,"high"
"2055",0.43,"Ideal","H","IF",62.2,55,1304,4.87,4.84,3.02,"high"
"2056",0.42,"Ideal","G","IF",62,57,1310,4.82,4.8,2.98,"high"
"2057",0.31,"Ideal","D","IF",61.1,56,1310,4.42,4.39,2.69,"high"
"2058",0.35,"Ideal","F","IF",60.9,55,1312,4.58,4.61,2.8,"high"
"2059",0.41,"Very Good","F","IF",61.6,58,1313,4.75,4.79,2.94,"high"
"2060",0.43,"Ideal","G","IF",62.5,54,1318,4.83,4.86,3.03,"high"
"2061",0.43,"Ideal","G","IF",62.4,54,1318,4.84,4.87,3.03,"high"
"2062",0.43,"Ideal","G","IF",61.3,56,1318,4.86,4.9,2.99,"high"
"2063",0.43,"Ideal","G","IF",61.9,53,1318,4.87,4.88,3.02,"high"
"2064",0.38,"Good","E","IF",59.1,58,1318,4.74,4.77,2.81,"high"
"2065",0.31,"Ideal","E","IF",61,57,1319,4.36,4.39,2.67,"high"
"2066",0.85,"Fair","H","I1",61,61,1324,6.2,6,3.73,"low"
"2067",0.85,"Fair","H","I1",66.7,59,1324,5.86,5.78,3.88,"low"
"2068",0.31,"Very Good","D","IF",62,56,1331,4.33,4.35,2.69,"high"
"2069",0.4,"Premium","G","IF",59.8,58,1333,4.79,4.85,2.88,"high"
"2070",0.4,"Ideal","G","IF",61.4,55,1333,4.76,4.79,2.93,"high"
"2071",0.4,"Premium","G","IF",60.8,58,1333,4.73,4.77,2.89,"high"
"2072",0.38,"Ideal","F","IF",62.2,55,1333,4.64,4.66,2.89,"high"
"2073",0.4,"Ideal","G","IF",62.2,55,1333,4.73,4.76,2.95,"high"
"2074",0.39,"Ideal","E","IF",61.3,56,1333,4.71,4.75,2.9,"high"
"2075",0.39,"Ideal","E","IF",61.1,57,1333,4.73,4.76,2.9,"high"
"2076",0.85,"Fair","J","I1",65.5,59,1334,5.95,5.82,3.86,"low"
"2077",0.89,"Fair","H","I1",58.8,66,1334,6.21,6.09,3.62,"low"
"2078",0.41,"Ideal","G","IF",62.1,57,1336,4.77,4.76,2.96,"high"
"2079",0.43,"Ideal","G","IF",61.6,57,1341,4.84,4.81,2.97,"high"
"2080",0.44,"Ideal","G","IF",62.2,54,1348,4.89,4.92,3.05,"high"
"2081",0.44,"Ideal","G","IF",62.2,53,1348,4.9,4.94,3.06,"high"
"2082",0.8,"Good","G","I1",63.7,55,1350,5.91,5.81,3.73,"low"
"2083",0.32,"Ideal","E","IF",61.4,56,1359,4.38,4.42,2.7,"high"
"2084",0.39,"Premium","G","IF",59,60,1362,4.78,4.75,2.81,"high"
"2085",0.41,"Ideal","G","IF",61.7,56,1367,4.77,4.8,2.95,"high"
"2086",0.41,"Ideal","G","IF",62.4,54,1367,4.74,4.78,2.97,"high"
"2087",0.41,"Ideal","G","IF",62.3,55,1367,4.75,4.78,2.97,"high"
"2088",0.41,"Ideal","G","IF",61,57,1367,4.79,4.81,2.93,"high"
"2089",0.41,"Ideal","G","IF",61.7,56,1367,4.77,4.8,2.95,"high"
"2090",0.36,"Very Good","E","IF",60.3,57,1368,4.6,4.63,2.78,"high"
"2091",0.39,"Ideal","F","IF",61.9,57,1368,4.68,4.69,2.9,"high"
"2092",0.45,"Ideal","G","IF",62.8,53,1377,4.92,4.95,3.1,"high"
"2093",0.45,"Ideal","G","IF",61.4,56,1377,4.96,4.97,3.05,"high"
"2094",0.45,"Ideal","G","IF",62,53,1377,4.94,4.99,3.08,"high"
"2095",0.45,"Ideal","G","IF",61,57,1377,4.96,5,3.04,"high"
"2096",0.39,"Ideal","F","IF",61,56,1377,4.72,4.75,2.89,"high"
"2097",0.44,"Ideal","G","IF",61.3,55,1378,4.91,4.95,3.02,"high"
"2098",0.46,"Ideal","H","IF",62.3,54,1382,4.94,4.98,3.09,"high"
"2099",0.52,"Ideal","J","IF",62.1,56,1385,5.18,5.12,3.2,"high"
"2100",0.33,"Ideal","F","IF",62.1,56,1389,4.41,4.44,2.75,"high"
"2101",0.42,"Premium","F","IF",62.2,56,1389,4.85,4.8,3,"high"
"2102",0.42,"Ideal","G","IF",62.4,57,1394,4.79,4.82,3,"high"
"2103",0.73,"Premium","G","I1",62.5,58,1395,5.82,5.74,3.61,"low"
"2104",0.38,"Ideal","F","IF",62.2,55,1397,4.66,4.64,2.89,"high"
"2105",0.4,"Premium","G","IF",59.8,58,1397,4.85,4.79,2.88,"high"
"2106",0.4,"Ideal","G","IF",61.4,55,1397,4.79,4.76,2.93,"high"
"2107",0.4,"Premium","G","IF",60.8,58,1397,4.77,4.73,2.89,"high"
"2108",0.4,"Ideal","G","IF",62.2,55,1397,4.76,4.73,2.95,"high"
"2109",0.42,"Ideal","G","IF",61.6,56,1400,4.85,4.86,2.99,"high"
"2110",0.42,"Ideal","G","IF",60.4,55,1400,4.85,4.86,2.93,"high"
"2111",0.42,"Ideal","G","IF",62.7,56,1400,4.76,4.77,2.99,"high"
"2112",0.42,"Premium","G","IF",60.2,59,1400,4.8,4.87,2.91,"high"
"2113",0.42,"Ideal","G","IF",62.1,56,1400,4.8,4.83,2.99,"high"
"2114",0.42,"Premium","G","IF",61.6,58,1400,4.76,4.79,2.94,"high"
"2115",0.38,"Ideal","E","IF",61.4,55,1402,4.68,4.74,2.89,"high"
"2116",0.38,"Ideal","E","IF",62.2,54.1,1402,4.64,4.67,2.89,"high"
"2117",0.4,"Good","F","IF",63.5,58,1404,4.69,4.7,2.98,"high"
"2118",0.4,"Very Good","F","IF",62.8,57,1404,4.65,4.68,2.93,"high"
"2119",0.4,"Ideal","F","IF",61.9,54,1406,4.75,4.81,2.96,"high"
"2120",0.44,"Good","G","IF",58.5,61,1407,4.99,5.03,2.93,"high"
"2121",0.38,"Very Good","E","IF",62.5,59,1409,4.61,4.64,2.89,"high"
"2122",0.39,"Ideal","E","IF",61.5,55.5,1418,4.68,4.72,2.88,"high"
"2123",0.41,"Ideal","E","IF",62.1,54,1419,4.75,4.81,2.97,"high"
"2124",0.38,"Very Good","E","IF",59.5,57,1421,4.77,4.84,2.86,"high"
"2125",0.41,"Ideal","G","IF",62,55,1425,4.8,4.81,2.98,"high"
"2126",0.41,"Ideal","G","IF",61,57,1431,4.81,4.79,2.93,"high"
"2127",0.41,"Ideal","G","IF",62.3,55,1431,4.78,4.75,2.97,"high"
"2128",0.41,"Ideal","G","IF",61.7,56,1431,4.8,4.77,2.95,"high"
"2129",0.41,"Ideal","G","IF",61.7,56,1431,4.8,4.77,2.95,"high"
"2130",0.41,"Ideal","G","IF",62.4,54,1431,4.78,4.74,2.97,"high"
"2131",0.43,"Ideal","G","IF",61.2,57,1433,4.81,4.86,2.96,"high"
"2132",0.38,"Ideal","E","IF",62.7,55,1433,4.61,4.67,2.91,"high"
"2133",0.43,"Ideal","G","IF",62.1,54,1433,4.83,4.87,3.01,"high"
"2134",0.38,"Ideal","E","IF",61.9,56,1433,4.65,4.66,2.88,"high"
"2135",0.43,"Premium","G","IF",60.9,59,1433,4.88,4.94,2.99,"high"
"2136",0.43,"Premium","G","IF",61.1,58,1433,4.86,4.89,2.98,"high"
"2137",0.43,"Premium","G","IF",61.4,59,1433,4.79,4.85,2.96,"high"
"2138",0.43,"Premium","G","IF",61,58,1433,4.82,4.88,2.96,"high"
"2139",0.43,"Ideal","G","IF",61.8,55,1433,4.85,4.89,3.01,"high"
"2140",0.38,"Ideal","E","IF",61.1,56,1433,4.67,4.72,2.87,"high"
"2141",0.43,"Ideal","G","IF",61.8,56,1433,4.86,4.88,3.01,"high"
"2142",0.39,"Ideal","F","IF",61.9,57,1433,4.69,4.68,2.9,"high"
"2143",0.45,"Good","G","IF",59.6,61,1437,5,5.04,2.99,"high"
"2144",0.41,"Ideal","F","IF",61.3,56,1439,4.76,4.77,2.92,"high"
"2145",0.41,"Ideal","F","IF",61.9,56,1439,4.77,4.79,2.96,"high"
"2146",0.41,"Premium","F","IF",62.6,58,1439,4.73,4.76,2.97,"high"
"2147",0.41,"Ideal","F","IF",61.6,56,1439,4.79,4.82,2.96,"high"
"2148",0.41,"Ideal","F","IF",61.4,56,1439,4.77,4.81,2.94,"high"
"2149",0.41,"Ideal","F","IF",62.1,55,1439,4.76,4.81,2.97,"high"
"2150",0.41,"Ideal","F","IF",61.9,56,1439,4.78,4.81,2.97,"high"
"2151",0.41,"Ideal","F","IF",61.4,58,1439,4.78,4.83,2.95,"high"
"2152",0.41,"Ideal","F","IF",61.4,56,1439,4.81,4.83,2.96,"high"
"2153",0.41,"Ideal","F","IF",62.3,55,1439,4.78,4.82,2.99,"high"
"2154",0.41,"Ideal","F","IF",61.7,56,1439,4.79,4.83,2.97,"high"
"2155",0.53,"Good","H","IF",61.2,65,1440,5.16,5.27,3.19,"high"
"2156",0.37,"Fair","D","IF",61.2,57,1440,4.68,4.73,2.88,"high"
"2157",0.46,"Ideal","G","IF",62.5,57,1441,4.89,4.94,3.07,"high"
"2158",0.71,"Very Good","F","I1",63.2,55,1448,5.64,5.57,3.54,"low"
"2159",0.46,"Ideal","H","IF",62.2,55,1450,4.94,4.99,3.09,"high"
"2160",0.39,"Very Good","E","I1",62.8,57,511,4.61,4.66,2.91,"low"
"2161",0.25,"Good","E","IF",65.6,54,512,3.91,3.95,2.58,"high"
"2162",0.31,"Premium","F","I1",62.9,59,394,4.33,4.29,2.71,"low"
"2163",0.97,"Fair","G","I1",57.2,60,1547,6.59,6.36,3.72,"low"
"2164",0.45,"Ideal","G","IF",61.7,55,1548,4.93,4.96,3.05,"high"
"2165",0.46,"Ideal","G","IF",61.6,54,1558,4.97,5,3.07,"high"
"2166",0.46,"Ideal","G","IF",60.9,57,1560,4.98,5.01,3.04,"high"
"2167",0.4,"Ideal","G","IF",61.9,56,1570,4.7,4.76,2.93,"high"
"2168",0.91,"Fair","F","I1",67,62,1570,5.97,5.89,3.98,"low"
"2169",0.32,"Ideal","J","IF",61,57,521,4.42,4.46,2.71,"high"
"2170",0.43,"Ideal","F","IF",61.5,56,1580,4.89,4.86,3,"high"
"2171",0.43,"Ideal","F","IF",62,56,1580,4.87,4.84,3.01,"high"
"2172",0.43,"Ideal","F","IF",60.9,57,1580,4.89,4.86,2.97,"high"
"2173",0.4,"Premium","E","IF",61.3,58,1580,4.77,4.73,2.91,"high"
"2174",0.4,"Ideal","F","IF",60.9,57,1583,4.81,4.84,2.94,"high"
"2175",0.57,"Very Good","J","IF",59.8,59,1592,5.39,5.41,3.23,"high"
"2176",0.9,"Premium","H","I1",58.8,62,1599,6.32,6.26,3.7,"low"
"2177",0.41,"Ideal","F","IF",61.1,58,1621,4.82,4.84,2.95,"high"
"2178",0.7,"Premium","H","I1",60,59,1621,5.8,5.77,3.47,"low"
"2179",0.39,"Ideal","G","IF",60.1,57,1624,4.74,4.77,2.85,"high"
"2180",0.73,"Good","E","I1",56.9,60,1628,5.98,5.93,3.39,"low"
"2181",0.76,"Premium","G","I1",63,55,1629,5.83,5.74,3.65,"low"
"2182",0.96,"Fair","H","I1",61.5,63,1637,6.22,6.06,3.78,"low"
"2183",0.54,"Ideal","I","IF",61.6,53,1647,5.26,5.3,3.25,"high"
"2184",0.7,"Premium","G","I1",61.9,58,1650,5.74,5.69,3.54,"low"
"2185",0.85,"Fair","G","I1",62.7,60,1651,6.05,5.96,3.77,"low"
"2186",0.53,"Ideal","I","IF",62.1,55,1654,5.18,5.22,3.23,"high"
"2187",0.46,"Ideal","G","IF",62.1,56,1654,4.93,4.96,3.07,"high"
"2188",0.54,"Ideal","I","IF",60.8,56,1669,5.28,5.37,3.24,"high"
"2189",1,"Premium","J","I1",58.3,58,1681,6.61,6.51,3.82,"low"
"2190",0.43,"Ideal","G","IF",61.3,55,1683,4.86,4.89,2.99,"high"
"2191",0.56,"Ideal","I","IF",61.9,54,1689,5.29,5.34,3.29,"high"
"2192",0.25,"Ideal","H","IF",61.4,57,525,4.05,4.08,2.49,"high"
"2193",0.25,"Very Good","F","IF",63.3,59,526,3.99,4.04,2.54,"high"
"2194",0.96,"Fair","H","I1",61.1,60,1705,6.26,6.07,3.77,"low"
"2195",0.96,"Fair","H","I1",66.9,60,1705,6.15,6.04,4.09,"low"
"2196",0.5,"Very Good","H","IF",61.3,60,1706,5.08,5.17,3.14,"high"
"2197",0.54,"Very Good","I","IF",58.8,61,1708,5.29,5.35,3.13,"high"
"2198",0.53,"Ideal","H","IF",60.2,56,1712,5.29,5.32,3.19,"high"
"2199",0.98,"Fair","G","I1",69.7,58,1712,6.08,5.98,4.21,"low"
"2200",0.8,"Fair","G","I1",64.5,57,1715,5.86,5.83,3.77,"low"
"2201",0.71,"Very Good","D","I1",59.7,63,1715,5.8,5.7,3.43,"low"
"2202",0.42,"Very Good","F","IF",60,58,1722,4.87,4.9,2.93,"high"
"2203",0.46,"Ideal","G","IF",62.1,56,1733,4.96,4.93,3.07,"high"
"2204",0.7,"Very Good","F","I1",63.2,61,1736,5.57,5.48,3.49,"low"
"2205",0.96,"Fair","H","I1",64.3,59,1739,6.38,5.88,3.98,"low"
"2206",0.96,"Fair","H","I1",69.2,56,1739,5.97,5.83,4.08,"low"
"2207",0.84,"Good","F","I1",60.8,64,1749,6.05,6.03,3.67,"low"
"2208",0.98,"Fair","G","I1",68,63,1749,6.13,6.02,4.13,"low"
"2209",0.9,"Fair","H","I1",66.9,63,1758,6.04,5.91,4,"low"
"2210",0.71,"Ideal","F","I1",60.1,57,1761,5.79,5.76,3.47,"low"
"2211",0.54,"Ideal","I","IF",62.5,55,1763,5.21,5.26,3.27,"high"
"2212",0.96,"Fair","H","I1",68.9,59,1773,6.09,5.96,4.15,"low"
"2213",0.9,"Premium","G","I1",61.3,59,1777,6.2,6.15,3.78,"low"
"2214",0.57,"Ideal","I","IF",61,55,1779,5.38,5.41,3.29,"high"
"2215",1,"Fair","J","I1",65,59,1784,6.27,6.17,4.05,"low"
"2216",0.9,"Fair","I","I1",67.2,60,1786,5.96,5.88,3.98,"low"
"2217",0.97,"Fair","F","I1",68.5,54,1787,6.26,6.05,4.22,"low"
"2218",0.99,"Fair","J","I1",73.6,60,1789,6.01,5.8,4.35,"low"
"2219",0.48,"Ideal","G","IF",61.9,55,1791,5.03,5.08,3.13,"high"
"2220",0.85,"Premium","I","I1",59.6,58,1796,6.24,6.14,3.69,"low"
"2221",0.52,"Ideal","H","IF",61.8,55,1798,5.17,5.19,3.2,"high"
"2222",0.5,"Very Good","H","IF",61,60,1799,5.08,5.12,3.11,"high"
"2223",1,"Fair","I","I1",68.6,56,1805,6.2,6.08,4.22,"low"
"2224",0.46,"Good","F","IF",57.5,58,1806,5.12,5.18,2.96,"high"
"2225",0.46,"Good","F","IF",56.2,61,1806,5.16,5.24,2.92,"high"
"2226",0.96,"Fair","H","I1",60.1,62,1808,6.21,6,3.68,"low"
"2227",0.96,"Fair","H","I1",67.4,62,1808,6.13,5.96,4.08,"low"
"2228",0.47,"Ideal","G","IF",62.1,54,1814,4.99,5.02,3.11,"high"
"2229",0.33,"Very Good","J","IF",60.9,54,529,4.47,4.53,2.74,"high"
"2230",0.31,"Ideal","F","IF",61.2,57,1818,4.35,4.38,2.67,"high"
"2231",0.87,"Ideal","G","I1",61.5,57,1827,6.09,6.04,3.73,"low"
"2232",0.86,"Premium","I","I1",62.6,56,1828,6.11,6.03,3.8,"low"
"2233",0.54,"Premium","I","IF",58.8,61,1836,5.35,5.29,3.13,"high"
"2234",0.5,"Ideal","H","IF",61.1,58,1844,5.1,5.14,3.13,"high"
"2235",0.5,"Ideal","H","IF",62.4,54,1844,5.1,5.13,3.19,"high"
"2236",0.5,"Premium","H","IF",60.3,58,1846,5.14,5.18,3.11,"high"
"2237",0.52,"Fair","G","IF",65.5,55,1849,4.98,5.06,3.29,"high"
"2238",0.48,"Ideal","G","IF",61.6,54,1859,5.03,5.1,3.12,"high"
"2239",0.49,"Very Good","G","IF",59.7,56,1865,5.16,5.19,3.09,"high"
"2240",0.47,"Ideal","H","IF",61.9,56,1865,4.99,5.02,3.1,"high"
"2241",0.47,"Ideal","H","IF",62.4,57,1865,4.97,5,3.11,"high"
"2242",0.74,"Fair","E","I1",58.2,65,1865,6.03,5.89,3.47,"low"
"2243",0.59,"Premium","I","IF",61.2,58,1866,5.38,5.41,3.3,"high"
"2244",0.51,"Ideal","H","IF",62.3,54,1879,5.14,5.17,3.21,"high"
"2245",0.51,"Ideal","H","IF",62,54,1879,5.14,5.18,3.2,"high"
"2246",0.23,"Very Good","F","IF",59.5,58,530,4,4.03,2.39,"high"
"2247",0.34,"Ideal","D","I1",61.4,55,530,4.52,4.5,2.77,"low"
"2248",0.34,"Ideal","D","I1",62.5,57,530,4.49,4.47,2.8,"low"
"2249",0.51,"Ideal","H","IF",60.3,58,1899,5.15,5.17,3.11,"high"
"2250",0.99,"Fair","J","I1",62.9,58,1901,6.33,6.1,3.91,"low"
"2251",0.55,"Ideal","H","IF",62.3,54,1905,5.25,5.28,3.28,"high"
"2252",0.51,"Ideal","H","IF",62.1,55,1905,5.14,5.2,3.21,"high"
"2253",0.31,"Ideal","D","IF",60.5,57,1917,4.39,4.41,2.66,"high"
"2254",0.96,"Fair","F","I1",62.9,66,1917,6.29,6.07,3.91,"low"
"2255",0.32,"Premium","J","IF",61.2,59,533,4.41,4.44,2.71,"high"
"2256",0.32,"Ideal","J","IF",62.2,55,533,4.4,4.44,2.75,"high"
"2257",0.32,"Ideal","J","IF",62.2,56,533,4.37,4.41,2.73,"high"
"2258",0.51,"Ideal","H","IF",62.6,56,1920,5.1,5.13,3.2,"high"
"2259",0.53,"Ideal","H","IF",62,54,1920,5.19,5.23,3.23,"high"
"2260",0.5,"Very Good","H","IF",61.4,61,1923,5.14,5.03,3.12,"high"
"2261",0.5,"Ideal","H","IF",61,56,1923,5.15,5.17,3.15,"high"
"2262",0.7,"Ideal","F","I1",62.1,57,1928,5.67,5.64,3.52,"low"
"2263",1,"Premium","H","I1",60.4,61,1932,6.39,6.32,3.84,"low"
"2264",0.98,"Fair","G","I1",58.7,57,1932,6.54,6.43,3.8,"low"
"2265",0.98,"Fair","G","I1",67.3,60,1932,6.17,6.11,4.14,"low"
"2266",0.9,"Fair","G","I1",65.1,58,1939,6.05,5.99,3.92,"low"
"2267",0.9,"Good","H","I1",57.4,63,1939,6.38,6.33,3.65,"low"
"2268",0.9,"Premium","G","I1",62.3,53,1939,6.16,6.12,3.82,"low"
"2269",0.9,"Premium","H","I1",62.8,61,1939,6.09,6.07,3.82,"low"
"2270",0.91,"Good","J","I1",63.1,57,1945,6.06,6.12,3.84,"low"
"2271",0.53,"Ideal","H","IF",62,54,1949,5.22,5.27,3.25,"high"
"2272",0.46,"Ideal","F","IF",62,55,1950,4.96,4.98,3.08,"high"
"2273",1,"Fair","G","I1",67.3,57,1954,6.26,6.12,4.18,"low"
"2274",0.52,"Ideal","H","IF",62.1,57,1956,5.13,5.16,3.19,"high"
"2275",0.53,"Premium","H","IF",62.5,59,1957,5.15,5.18,3.23,"high"
"2276",0.23,"Ideal","G","IF",61.8,56,536,3.92,3.94,2.43,"high"
"2277",0.23,"Ideal","G","IF",62.8,55,536,3.93,3.96,2.48,"high"
"2278",0.23,"Ideal","G","IF",61.7,55,536,3.94,3.98,2.44,"high"
"2279",0.59,"Premium","I","IF",61.2,58,1965,5.41,5.38,3.3,"high"
"2280",0.52,"Ideal","H","IF",59.2,58,1967,5.23,5.31,3.12,"high"
"2281",0.5,"Premium","H","IF",61.4,61,1971,5.14,5.03,3.12,"high"
"2282",0.5,"Good","G","IF",64,55,1976,5.05,5.08,3.24,"high"
"2283",0.54,"Ideal","H","IF",61.5,54,1981,5.27,5.3,3.25,"high"
"2284",0.46,"Ideal","G","IF",61.7,56,1987,4.97,5.01,3.08,"high"
"2285",0.46,"Ideal","G","IF",61.1,56,1987,5,5.02,3.06,"high"
"2286",0.52,"Ideal","I","IF",60.2,56,1988,5.23,5.27,3.16,"high"
"2287",0.64,"Ideal","I","IF",62,54,1991,5.53,5.56,3.44,"high"
"2288",1,"Fair","I","I1",66.9,57,1997,6.15,6.03,4.09,"low"
"2289",1.01,"Premium","I","I1",59.2,57,2017,6.58,6.44,3.85,"low"
"2290",1,"Fair","I","I1",64.5,58,2035,6.33,6.1,4.01,"low"
"2291",1.01,"Fair","E","I1",64.5,54,2036,6.31,6.22,4.03,"low"
"2292",1.04,"Fair","I","I1",67.3,56,2037,6.34,6.23,4.22,"low"
"2293",0.98,"Premium","H","I1",59.6,60,2046,6.61,6.48,3.89,"low"
"2294",0.91,"Very Good","J","I1",63.1,57,2048,6.12,6.06,3.84,"low"
